beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address
agrupamento de escolas  leonardo coimbra filho,PT,Portugal,project,,Norte,,,,
agrupamento de escolas ''la e a neve'' - covilha,PT,Portugal,project,,Centro,,,,
agrupamento de escolas abade de bacal,PT,Portugal,project,,Norte,,,,
"agrupamento de escolas abel salazar, sao mamede de infesta",PT,Portugal,project,,Norte,,,,
"agrupamento de escolas afonso de albuquerque, guarda",PT,Portugal,project,,Centro,,,,
agrupamento de escolas afonso de paiva,PT,Portugal,project,,Centro,,,,
agrupamento de escolas alberto sampaio,PT,Portugal,project,,Norte,,,,
agrupamento de escolas albufeira poente,PT,Portugal,project,,Algarve,,,,
"agrupamento de escolas alcaides de faria, barcelos",PT,Portugal,project,,Norte,,,,
agrupamento de escolas alexandre herculano,PT,Portugal,project,,Alentejo,,,,
"agrupamento de escolas alexandre herculano, porto",PT,Portugal,project,,Norte,,,,
agrupamento de escolas alfredo da silva,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas amato lusitano,PT,Portugal,project,,Centro,,,,
agrupamento de escolas anselmo de andrade ,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas antonio alves amorim,PT,Portugal,project,,Norte,,,,
agrupamento de escolas antonio gedeao,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas antonio sergio,PT,Portugal,project,,Norte,,,,
agrupamento de escolas aquilino ribeiro - porto salvo,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas artur goncalves,PT,Portugal,project,,Centro,,,,
agrupamento de escolas augusto cabrita,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas avelar brotero de odivelas,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas aver-o-mar,PT,Portugal,project,,Norte,,,,
agrupamento de escolas baixa chiado,PT,Portugal,project,,Lisboa,,,,
agrupamento de escolas camilo castelo branco,PT,Portugal,project,,Norte,,,,
agrupamento de escolas camilo castelo branco - centro de formacao de associacao de escolas de vila nova de famalicao,PT,Portugal,project,,Norte,,,,
"agrupamento de escolas campo aberto, beiriz",PT,Portugal,project,,Norte,,,,
agrupamento de escolas caranguejeira - santa catarina da serra,PT,Portugal,project,,Centro,,,,
agrupamento de escolas cardoso lopes,PT,Portugal,project,,Lisboa,,,,
"agrupamento de escolas carlos amarante, braga",PT,Portugal,project,,Norte,,,,
"agrupamento de escolas carolina micaelis, cedofeita, porto",PT,Portugal,project,,Norte,,,,
